population,cycle,cycle_week,snapshot_date,faculty,school,department,sub_department,course_code,course_name,fee_status,country_of_domicile,academic_level,month_of_entry,mode_of_attendance,applications,offers,replies,acceptances,status_new,status_in_review,status_conditional_offer,status_unconditional_offer,status_rejected,status_withdrawn,deferred,target,provisional_student_number,data_mode
UG,2024,1,2023-09-25,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,1,0,0,0,0,1,0,0,0,0,0,21,20,Synthetic demonstration
UG,2024,2,2023-10-02,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,3,0,0,0,1,3,0,0,0,0,0,21,20,Synthetic demonstration
UG,2024,3,2023-10-09,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,6,0,0,0,1,6,0,0,0,0,0,21,20,Synthetic demonstration
UG,2024,4,2023-10-16,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,7,0,0,0,1,7,0,0,0,0,0,21,20,Synthetic demonstration
UG,2024,5,2023-10-23,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,5,0,0,0,1,5,0,0,0,0,0,21,20,Synthetic demonstration
UG,2024,6,2023-10-30,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 2+,September,FT,9,0,0,0,2,9,0,0,0,0,0,21,20,Synthetic demonstration
UG,2024,7,2023-11-06,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,7,0,0,0,1,7,0,0,0,0,0,21,20,Synthetic demonstration
UG,2024,8,2023-11-13,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 2+,September,FT,14,1,0,0,3,13,1,0,0,0,0,21,20,Synthetic demonstration
UG,2024,9,2023-11-20,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,10,1,0,0,2,9,1,0,0,0,0,21,20,Synthetic demonstration
UG,2024,10,2023-11-27,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,17,1,0,0,3,15,1,0,1,0,0,21,20,Synthetic demonstration
UG,2024,11,2023-12-04,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,15,1,0,0,3,13,1,0,1,0,0,21,20,Synthetic demonstration
UG,2024,12,2023-12-11,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,23,2,0,0,4,19,2,0,2,0,0,21,20,Synthetic demonstration
UG,2024,13,2023-12-18,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,22,2,0,0,4,18,2,0,2,0,0,21,20,Synthetic demonstration
UG,2024,14,2023-12-25,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,22,3,0,0,4,17,2,1,2,0,0,21,20,Synthetic demonstration
UG,2024,15,2024-01-01,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,25,4,1,1,4,19,3,1,2,0,0,21,20,Synthetic demonstration
UG,2024,16,2024-01-08,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,30,5,1,1,5,21,4,1,3,1,0,21,20,Synthetic demonstration
UG,2024,17,2024-01-15,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 2+,September,FT,33,6,2,1,5,22,5,1,4,1,0,21,20,Synthetic demonstration
UG,2024,18,2024-01-22,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,32,6,2,1,5,21,5,1,4,1,0,21,20,Synthetic demonstration
UG,2024,19,2024-01-29,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,34,7,3,2,5,21,6,1,5,1,0,21,20,Synthetic demonstration
UG,2024,20,2024-02-05,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,37,8,3,2,5,22,7,1,6,1,0,21,20,Synthetic demonstration
UG,2024,21,2024-02-12,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,37,8,4,3,5,22,7,1,6,1,0,21,20,Synthetic demonstration
UG,2024,22,2024-02-19,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,35,8,4,3,5,20,7,1,6,1,0,21,20,Synthetic demonstration
UG,2024,23,2024-02-26,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 2+,September,FT,37,9,5,4,5,20,7,2,7,1,0,21,20,Synthetic demonstration
UG,2024,24,2024-03-04,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,40,11,6,4,5,20,9,2,8,1,0,21,20,Synthetic demonstration
UG,2024,25,2024-03-11,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,42,12,7,5,5,21,10,2,8,1,0,21,20,Synthetic demonstration
UG,2024,26,2024-03-18,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 2+,September,FT,44,13,8,6,5,21,11,2,9,1,0,21,20,Synthetic demonstration
UG,2024,27,2024-03-25,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,42,13,9,6,5,19,11,2,9,1,0,21,20,Synthetic demonstration
UG,2024,28,2024-04-01,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,42,13,9,6,5,19,11,2,9,1,0,21,20,Synthetic demonstration
UG,2024,29,2024-04-08,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 2+,September,FT,43,13,10,7,4,19,11,2,9,2,0,21,20,Synthetic demonstration
UG,2024,30,2024-04-15,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,40,12,10,7,4,18,10,2,9,1,0,21,20,Synthetic demonstration
UG,2024,31,2024-04-22,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,42,13,11,8,4,19,11,2,9,1,0,21,20,Synthetic demonstration
UG,2024,32,2024-04-29,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,40,12,11,8,4,18,10,2,9,1,0,21,20,Synthetic demonstration
UG,2024,33,2024-05-06,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,40,12,11,8,4,18,10,2,9,1,0,21,20,Synthetic demonstration
UG,2024,34,2024-05-13,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,43,13,12,9,4,19,11,2,9,2,0,21,20,Synthetic demonstration
UG,2024,35,2024-05-20,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,43,13,12,9,3,19,11,2,9,2,0,21,20,Synthetic demonstration
UG,2024,36,2024-05-27,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,44,14,13,9,3,18,11,3,10,2,0,21,20,Synthetic demonstration
UG,2024,37,2024-06-03,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,43,13,12,9,3,19,11,2,9,2,0,21,20,Synthetic demonstration
UG,2024,38,2024-06-10,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 2+,September,FT,43,13,12,9,3,19,11,2,9,2,0,21,20,Synthetic demonstration
UG,2024,39,2024-06-17,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,44,14,13,9,3,18,11,3,10,2,0,21,20,Synthetic demonstration
UG,2024,40,2024-06-24,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,42,13,12,9,3,19,11,2,9,1,0,21,20,Synthetic demonstration
UG,2025,1,2024-09-30,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,45,0,0,0,10,45,0,0,0,0,0,364,349,Synthetic demonstration
UG,2025,2,2024-10-07,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,53,0,0,0,11,53,0,0,0,0,0,364,349,Synthetic demonstration
UG,2025,3,2024-10-14,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,68,0,0,0,14,68,0,0,0,0,0,364,349,Synthetic demonstration
UG,2025,4,2024-10-21,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,85,0,0,0,17,85,0,0,0,0,0,364,349,Synthetic demonstration
UG,2025,5,2024-10-28,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 2+,September,FT,100,0,0,0,20,100,0,0,0,0,0,364,349,Synthetic demonstration
UG,2025,6,2024-11-04,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 2+,September,FT,124,3,0,0,24,120,2,1,1,0,0,364,349,Synthetic demonstration
UG,2025,7,2024-11-11,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 2+,September,FT,148,6,0,0,28,139,5,1,3,0,0,364,349,Synthetic demonstration
UG,2025,8,2024-11-18,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 2+,September,FT,178,12,0,0,33,160,10,2,5,1,0,364,349,Synthetic demonstration
UG,2025,9,2024-11-25,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,209,18,0,0,38,182,15,3,8,1,0,364,349,Synthetic demonstration
UG,2025,10,2024-12-02,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,251,27,0,0,45,209,22,5,13,2,0,364,349,Synthetic demonstration
UG,2025,11,2024-12-09,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,290,38,2,1,51,232,31,7,17,3,0,364,349,Synthetic demonstration
UG,2025,12,2024-12-16,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,330,50,4,3,57,253,41,9,23,4,0,364,349,Synthetic demonstration
UG,2025,13,2024-12-23,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,375,65,8,6,63,275,53,12,30,5,0,364,349,Synthetic demonstration
UG,2025,14,2024-12-30,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,413,81,13,9,68,289,66,15,37,6,0,364,349,Synthetic demonstration
UG,2025,15,2025-01-06,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,461,101,20,14,74,307,83,18,46,7,1,364,349,Synthetic demonstration
UG,2025,16,2025-01-13,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,494,119,29,21,77,312,98,21,54,9,1,364,349,Synthetic demonstration
UG,2025,17,2025-01-20,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 2+,September,FT,532,139,39,28,81,319,114,25,64,10,2,364,349,Synthetic demonstration
UG,2025,18,2025-01-27,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,563,160,51,37,83,318,131,29,73,12,2,364,349,Synthetic demonstration
UG,2025,19,2025-02-03,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 2+,September,FT,594,181,65,47,86,317,148,33,83,13,3,364,349,Synthetic demonstration
UG,2025,20,2025-02-10,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,621,203,81,58,87,310,166,37,93,15,3,364,349,Synthetic demonstration
UG,2025,21,2025-02-17,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,641,224,99,71,87,298,184,40,103,16,4,364,349,Synthetic demonstration
UG,2025,22,2025-02-24,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,663,246,118,85,88,286,202,44,113,18,5,364,349,Synthetic demonstration
UG,2025,23,2025-03-03,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,675,265,138,99,86,269,217,48,122,19,5,364,349,Synthetic demonstration
UG,2025,24,2025-03-10,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,688,285,160,115,85,251,234,51,131,21,6,364,349,Synthetic demonstration
UG,2025,25,2025-03-17,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,697,304,182,131,84,232,249,55,139,22,7,364,349,Synthetic demonstration
UG,2025,26,2025-03-24,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 2+,September,FT,708,324,207,149,82,211,266,58,149,24,8,364,349,Synthetic demonstration
UG,2025,27,2025-03-31,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,714,343,233,168,80,189,281,62,157,25,9,364,349,Synthetic demonstration
UG,2025,28,2025-04-07,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,719,345,248,179,78,191,283,62,158,25,10,364,349,Synthetic demonstration
UG,2025,29,2025-04-14,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,723,347,264,190,75,192,285,62,159,25,10,364,349,Synthetic demonstration
UG,2025,30,2025-04-21,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,733,352,282,203,73,194,289,63,161,26,11,364,349,Synthetic demonstration
UG,2025,31,2025-04-28,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,731,351,295,212,70,193,288,63,161,26,12,364,349,Synthetic demonstration
UG,2025,32,2025-05-05,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,730,350,308,222,67,193,287,63,161,26,12,364,349,Synthetic demonstration
UG,2025,33,2025-05-12,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,734,352,324,233,65,195,289,63,161,26,13,364,349,Synthetic demonstration
UG,2025,34,2025-05-19,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,737,354,326,235,62,195,290,64,162,26,13,364,349,Synthetic demonstration
UG,2025,35,2025-05-26,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,739,355,327,235,59,195,291,64,163,26,13,364,349,Synthetic demonstration
UG,2025,36,2025-06-02,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,740,355,327,235,56,196,291,64,163,26,13,364,349,Synthetic demonstration
UG,2025,37,2025-06-09,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,741,356,328,236,53,196,292,64,163,26,13,364,349,Synthetic demonstration
UG,2025,38,2025-06-16,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 2+,September,FT,739,355,327,235,50,195,291,64,163,26,13,364,349,Synthetic demonstration
UG,2025,39,2025-06-23,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,741,356,328,236,47,196,292,64,163,26,13,364,349,Synthetic demonstration
UG,2025,40,2025-06-30,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Home,United Kingdom,Year 0/1,September,FT,739,355,327,235,44,195,291,64,163,26,13,364,349,Synthetic demonstration
UG,2025,1,2024-09-30,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,Saudi Arabia,Year 0/1,September,FT,18,0,0,0,4,18,0,0,0,0,0,158,151,Synthetic demonstration
UG,2025,2,2024-10-07,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,India,Year 0/1,September,FT,22,0,0,0,5,22,0,0,0,0,0,158,151,Synthetic demonstration
UG,2025,3,2024-10-14,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,United States,Year 0/1,September,FT,27,0,0,0,6,27,0,0,0,0,0,158,151,Synthetic demonstration
UG,2025,4,2024-10-21,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,Singapore,Year 0/1,September,FT,38,0,0,0,8,38,0,0,0,0,0,158,151,Synthetic demonstration
UG,2025,5,2024-10-28,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,United States,Year 2+,September,FT,45,0,0,0,9,45,0,0,0,0,0,158,151,Synthetic demonstration
UG,2025,6,2024-11-04,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,Canada,Year 2+,September,FT,56,1,0,0,11,54,1,0,1,0,0,158,151,Synthetic demonstration
UG,2025,7,2024-11-11,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,Hong Kong,Year 2+,September,FT,65,2,0,0,12,62,2,0,1,0,0,158,151,Synthetic demonstration
UG,2025,8,2024-11-18,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,China,Year 2+,September,FT,79,4,0,0,15,73,3,1,2,0,0,158,151,Synthetic demonstration
UG,2025,9,2024-11-25,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,United Arab Emirates,Year 0/1,September,FT,88,6,0,0,16,77,5,1,4,1,0,158,151,Synthetic demonstration
UG,2025,10,2024-12-02,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,Malaysia,Year 0/1,September,FT,109,10,0,0,20,93,8,2,5,1,0,158,151,Synthetic demonstration
UG,2025,11,2024-12-09,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,Saudi Arabia,Year 0/1,September,FT,125,13,1,1,22,104,11,2,7,1,0,158,151,Synthetic demonstration
UG,2025,12,2024-12-16,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,Hong Kong,Year 0/1,September,FT,144,18,1,1,25,114,15,3,10,2,0,158,151,Synthetic demonstration
UG,2025,13,2024-12-23,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,Canada,Year 0/1,September,FT,161,23,3,2,27,123,19,4,13,2,0,158,151,Synthetic demonstration
UG,2025,14,2024-12-30,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,Singapore,Year 0/1,September,FT,177,29,5,4,29,129,24,5,16,3,0,158,151,Synthetic demonstration
UG,2025,15,2025-01-06,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,United States,Year 0/1,September,FT,194,35,7,5,31,137,29,6,19,3,0,158,151,Synthetic demonstration
UG,2025,16,2025-01-13,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,Canada,Year 0/1,September,FT,213,42,10,7,33,144,34,8,23,4,0,158,151,Synthetic demonstration
UG,2025,17,2025-01-20,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,Nigeria,Year 2+,September,FT,231,50,14,10,35,149,41,9,28,4,1,158,151,Synthetic demonstration
UG,2025,18,2025-01-27,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,China,Year 0/1,September,FT,246,57,18,13,36,152,47,10,32,5,1,158,151,Synthetic demonstration
UG,2025,19,2025-02-03,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,Singapore,Year 2+,September,FT,254,64,23,17,37,148,52,12,36,6,1,158,151,Synthetic demonstration
UG,2025,20,2025-02-10,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,Malaysia,Year 0/1,September,FT,266,71,28,20,37,149,58,13,40,6,1,158,151,Synthetic demonstration
UG,2025,21,2025-02-17,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,United States,Year 0/1,September,FT,276,79,35,25,38,146,65,14,44,7,1,158,151,Synthetic demonstration
UG,2025,22,2025-02-24,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,Saudi Arabia,Year 0/1,September,FT,285,87,42,30,38,142,71,16,48,8,2,158,151,Synthetic demonstration
UG,2025,23,2025-03-03,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,India,Year 0/1,September,FT,289,93,48,35,37,136,76,17,52,8,2,158,151,Synthetic demonstration
UG,2025,24,2025-03-10,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,Nigeria,Year 0/1,September,FT,295,100,56,40,37,130,82,18,56,9,2,158,151,Synthetic demonstration
UG,2025,25,2025-03-17,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,Singapore,Year 0/1,September,FT,301,108,65,47,36,123,89,19,60,10,3,158,151,Synthetic demonstration
UG,2025,26,2025-03-24,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,United States,Year 2+,September,FT,306,115,74,53,35,117,94,21,64,10,3,158,151,Synthetic demonstration
UG,2025,27,2025-03-31,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,Canada,Year 0/1,September,FT,307,121,82,59,34,107,99,22,68,11,3,158,151,Synthetic demonstration
UG,2025,28,2025-04-07,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,United States,Year 0/1,September,FT,311,122,88,63,34,110,100,22,68,11,3,158,151,Synthetic demonstration
UG,2025,29,2025-04-14,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,China,Year 0/1,September,FT,316,124,94,68,33,111,102,22,70,11,4,158,151,Synthetic demonstration
UG,2025,30,2025-04-21,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,Nigeria,Year 0/1,September,FT,313,123,98,71,31,110,101,22,69,11,4,158,151,Synthetic demonstration
UG,2025,31,2025-04-28,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,Malaysia,Year 0/1,September,FT,316,124,104,75,30,111,102,22,70,11,4,158,151,Synthetic demonstration
UG,2025,32,2025-05-05,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,Singapore,Year 0/1,September,FT,319,126,111,80,29,112,103,23,70,11,4,158,151,Synthetic demonstration
UG,2025,33,2025-05-12,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,Canada,Year 0/1,September,FT,317,125,115,83,28,111,102,23,70,11,5,158,151,Synthetic demonstration
UG,2025,34,2025-05-19,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,India,Year 0/1,September,FT,318,125,115,83,27,112,102,23,70,11,5,158,151,Synthetic demonstration
UG,2025,35,2025-05-26,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,Singapore,Year 0/1,September,FT,322,127,117,84,26,113,104,23,71,11,5,158,151,Synthetic demonstration
UG,2025,36,2025-06-02,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,Hong Kong,Year 0/1,September,FT,319,126,116,84,24,112,103,23,70,11,5,158,151,Synthetic demonstration
UG,2025,37,2025-06-09,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,Canada,Year 0/1,September,FT,322,127,117,84,23,113,104,23,71,11,5,158,151,Synthetic demonstration
UG,2025,38,2025-06-16,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,United Arab Emirates,Year 2+,September,FT,321,126,116,84,22,113,103,23,71,11,5,158,151,Synthetic demonstration
UG,2025,39,2025-06-23,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,China,Year 0/1,September,FT,320,126,116,84,20,113,103,23,70,11,5,158,151,Synthetic demonstration
UG,2025,40,2025-06-30,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Overseas,Nigeria,Year 0/1,September,FT,322,127,117,84,19,113,104,23,71,11,5,158,151,Synthetic demonstration
UG,2025,1,2024-09-30,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,3,0,0,0,1,3,0,0,0,0,0,22,21,Synthetic demonstration
UG,2025,2,2024-10-07,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,5,0,0,0,1,5,0,0,0,0,0,22,21,Synthetic demonstration
UG,2025,3,2024-10-14,Faculty of Humanities,Alliance Manchester Business School,Management,Management,N201,BSc Management,Pending assessment,Pending fee assessment,Year 0/1,September,FT,3,0,0,0,1,3,0,0,0,0,0,22,21,Synthetic demonstration
